,Demographics,,,,,,,,,,,,,,,,Employment,,,,,,Disability.Status,,,,,,Mental.Health,,,,,,,,COVID.Vaccine.and.Long.COVID,,,,,,Society.and.Arts,,,,,,,,,,Childcare,,,,,,,,Housing,,,,,,Health.Insurance,,Food.Security,,,,,,Internet.Security,,,,,,
SCRAM,EST_ST,EST_MSA,REGION,TBIRTH_YEAR,RHISPANIC,RRACE,EEDUC,MS,EGENID_BIRTH,SEXUAL_ORIENTATION_RV,THHLD_NUMPER,THHLD_NUMKID,TENROLLPUB,TENROLLPRV,TENROLLHMSCH,INCOME,WRKLOSSRV,ANYWORK,KINDWORK,RSNNOWRKRV,TWDAYS,TWDAYS_RESP,SEEING,HEARING,MOBILITY,REMEMBERING,SELFCARE,UNDERSTAND,ANXIOUS,WORRY,INTEREST,DOWN,MHLTH_NEED,MHLTH_GET,MHLTH_SATISFD,MHLTH_DIFFCLT,RECVDVACC,RVACCDATE,HADCOVIDRV,SYMPTOMS,LONGCOVID,SYMPTMIMPCT,SOCIAL1,SOCIAL2,SUPPORT1,SUPPORT2,SUPPORT3,SUPPORT4_RV,LIVENTERTAINMENT,ARTEXHIBIT,MOVIES,PARTINARTS,CHILDCARE,CHILDCARE_RSLT1,CHILDCARE_RSLT2,CHILDCARE_RSLT3,CHILDCARE_RSLT4,CHILDCARE_RSLT5,CHILDCARE_RSLT6,CHILDCARE_RSLT7,TENURE,LIVQTRRV,RENTCHNG,RENTCUR,MORTCUR,ENERGY,PRIVHLTH,PUBHLTH,EXPNS_DIF,CURFOODSUF,FREEFOOD,FDBENEFIT1,FDBENEFIT2,FDBENEFIT3,HOME_INTERNET,MOBILE_INTERNET,REDUCED_INT1,REDUCED_INT2,REDUCED_INT3,REDUCED_INT4,CANCEL_INTERNET
P090038610,Nevada,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1955,No,White,High school graduate or equivalent,2,1,2,2,0,0,0,0,1,2,2,6,5,4,4,2,3,1,1,1,1,2,1,1,1,4,4,4,6,2,4,2,5,5,5,2,4,2,2,1,1,2,2,2,4,3,3,3,3,3,3,3,3,2,2,7,3,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,5
P090038620,Vermont,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1969,Yes,White,Graduate degree,1,1,2,2,0,0,0,0,5,2,1,3,10,3,3,2,1,2,1,2,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,4,1,1,1,2,2,2,4,3,3,3,3,3,3,3,3,2,2,7,3,1,2,1,2,4,2,2,2,2,2,1,1,2,2,2,2,5
P090038624,Montana,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1954,No,Other,Graduate degree,2,2,2,1,0,0,0,0,3,2,2,6,5,4,4,2,3,2,2,1,1,1,1,2,2,4,4,4,6,1,1,1,4,3,1,3,3,3,1,1,5,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,2,2,2,2,2,1,1,2,2,2,2,5
P090038626,Georgia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1971,No,White,Graduate degree,1,1,1,2,0,0,0,0,8,2,2,6,1,2,4,2,1,1,1,1,1,2,2,1,1,4,4,4,6,1,1,1,4,3,1,3,2,1,1,1,1,1,2,1,2,3,3,3,3,3,3,3,3,2,6,7,3,1,3,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090038627,Florida,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1955,No,Black,Graduate degree,2,2,2,1,0,0,0,0,5,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,5,4,3,2,4,3,2,2,1,3,3,3,3,3,3,3,3,3,4,2,7,3,3,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038628,Virginia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1955,No,White,Associate's degree,2,2,2,2,0,0,0,0,5,2,1,2,10,3,4,1,2,2,1,1,1,1,1,1,1,4,4,4,6,1,3,1,3,3,2,1,5,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090038629,Alabama,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1976,No,White,High school graduate or equivalent,2,2,2,2,0,0,0,0,1,2,2,6,4,4,4,2,1,2,2,2,2,2,1,2,2,4,4,4,6,2,4,2,5,5,5,4,3,2,1,3,2,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,3,2,1,2,3,2,2,2,2,1,1,1,1,2,2,2
P090038635,Kentucky,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1958,No,White,Graduate degree,2,2,2,2,0,0,0,0,4,2,2,6,5,4,4,2,1,3,1,1,1,1,1,1,2,4,4,4,6,1,3,2,5,5,5,2,4,4,3,4,5,2,2,1,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038639,Arizona,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1955,No,White,Associate's degree,2,1,2,2,0,0,0,0,2,1,2,6,4,2,4,2,1,3,1,2,1,3,2,1,1,4,4,4,6,2,4,2,5,5,5,2,5,3,1,1,1,2,2,2,4,3,3,3,3,3,3,3,3,2,1,7,3,1,1,2,1,4,3,2,1,2,2,1,1,1,2,2,2,2
P090038640,Illinois,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1943,No,White,Graduate degree,5,1,2,2,0,0,0,0,2,2,2,6,5,4,4,1,2,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,3,2,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038652,Missouri,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1982,No,White,Bachelor's degree,5,1,1,1,0,0,0,0,5,2,1,2,10,3,3,2,1,1,3,1,1,4,2,4,2,4,4,4,6,1,1,2,5,5,5,4,3,4,4,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,3,1,2,2,2,2,1,1,2,2,2,2,5
P090038656,Georgia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1974,No,White,High school graduate or equivalent,3,2,4,4,0,0,0,0,5,2,2,6,3,3,4,2,1,1,2,1,1,4,3,2,2,4,4,4,6,2,4,1,3,3,2,3,3,2,1,3,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,4,1,2,2,2,2,1,1,2,2,2,2,2
P090038659,Oregon,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1940,No,White,Some college (but degree not received or is in progress),2,2,2,1,0,0,0,0,3,2,2,6,5,4,4,1,2,2,1,1,1,1,1,1,2,4,4,4,6,1,1,2,5,5,5,2,3,4,3,1,5,2,2,2,2,3,3,3,3,3,3,3,3,1,1,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038660,Maryland,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1955,No,White,High school graduate or equivalent,3,1,2,2,0,0,0,0,2,2,2,6,5,4,4,1,2,2,2,1,1,2,1,2,1,4,4,4,6,1,2,2,5,5,5,2,4,3,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090038662,Texas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1985,No,White,Graduate degree,1,1,2,2,0,0,0,0,8,1,1,2,10,2,1,1,1,1,1,1,1,2,1,2,1,4,4,4,6,1,3,2,5,5,5,3,3,1,1,1,1,1,2,1,2,3,3,3,3,3,3,3,3,2,3,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038663,Wisconsin,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1981,No,White,High school graduate or equivalent,5,1,2,2,1,1,0,0,1,2,2,6,4,4,4,1,3,3,2,3,2,3,2,1,2,1,1,1,2,1,2,2,5,5,5,2,4,3,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,3,5,1,1,3,2,3,1,2,2,2,1,2,1,1,1,1,2,2,2,3
P090038665,Alabama,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1946,No,White,Some college (but degree not received or is in progress),1,1,2,2,0,0,0,0,6,2,2,6,5,4,4,1,1,3,1,1,1,1,1,2,1,4,4,4,6,1,1,2,5,5,5,1,4,4,3,4,5,2,2,1,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038666,Alaska,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1974,No,White,Bachelor's degree,5,1,2,1,0,0,0,0,1,1,2,6,4,4,4,2,1,1,2,1,1,4,3,4,2,4,4,4,6,1,3,2,5,5,5,5,1,3,1,1,2,2,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,1,2,2,4,2,2,2,2,2,1,1,2,2,2,2,5
P090038667,California,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1986,No,White,Bachelor's degree,3,2,1,2,0,0,0,0,8,2,1,2,10,1,3,1,1,1,1,1,1,2,1,1,1,4,4,4,6,1,1,1,3,3,2,1,2,1,1,1,5,2,2,2,2,3,3,3,3,3,3,3,3,2,6,7,3,1,1,1,2,4,1,2,2,2,2,1,1,2,2,2,2,5
P090038670,Oklahoma,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1958,No,White,Some college (but degree not received or is in progress),2,2,2,4,1,0,1,0,2,2,2,6,5,4,4,2,1,1,1,1,1,1,1,1,1,3,5,5,7,1,3,2,5,5,5,1,4,3,4,1,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,7,3,1,4,2,1,4,2,2,2,2,2,1,1,2,2,2,2,5
P090038674,Alabama,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1946,Yes,White,Some college (but degree not received or is in progress),1,1,2,2,0,0,0,0,3,2,2,6,4,4,4,1,1,3,1,2,1,1,1,1,1,4,4,4,6,1,1,1,4,2,2,1,5,4,2,4,5,2,2,2,1,3,3,3,3,3,3,3,3,3,3,1,1,3,4,2,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090038676,Illinois,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1986,No,White,Associate's degree,1,2,2,4,2,2,0,0,5,1,2,6,9,3,4,1,1,1,1,1,1,1,1,1,1,3,5,5,7,1,3,2,5,5,5,2,4,4,3,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090038679,Utah,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1977,No,White,High school graduate or equivalent,1,1,2,3,0,0,0,0,6,2,1,2,10,3,4,2,1,1,1,1,1,1,1,2,1,4,4,4,6,1,3,2,5,5,5,2,3,2,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,2,2,7,3,1,3,1,2,3,2,2,1,2,2,1,1,2,2,2,2,5
P090038689,Vermont,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1954,No,White,Graduate degree,2,2,3,1,0,0,0,0,5,1,2,6,5,4,4,1,1,1,2,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,3,3,4,1,5,1,1,2,1,3,3,3,3,3,3,3,3,3,6,4,1,3,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038695,Rhode Island,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1983,No,White,High school graduate or equivalent,5,2,2,2,0,0,0,0,1,2,2,6,5,4,4,2,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,1,3,7,3,4,4,2,2,1,4,2,2,2,2,3,3,2,2,2,2,5
P090038699,Alabama,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1979,No,White,Graduate degree,1,1,2,3,1,1,0,0,5,2,2,6,9,4,4,3,1,2,1,1,1,2,2,1,1,3,5,5,7,1,3,2,5,5,5,4,2,4,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,3,2,6,1,3,4,1,3,1,2,2,2,2,2,1,1,2,2,2,2,5
P090038702,Washington,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1953,No,White,Some college (but degree not received or is in progress),1,1,2,2,0,0,0,0,6,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,2,4,1,1,2,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,3,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038707,Colorado,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1951,No,White,Some college (but degree not received or is in progress),1,2,2,2,0,0,0,0,2,2,2,6,5,4,4,1,1,1,1,1,1,2,1,1,1,4,4,4,6,1,3,2,5,5,5,2,4,3,2,1,4,1,1,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090038713,Texas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1950,No,White,Some college (but degree not received or is in progress),5,2,2,1,0,0,0,0,1,2,2,6,5,4,4,1,1,2,1,1,1,2,2,2,2,4,4,4,6,1,1,2,5,5,5,2,3,3,1,2,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038720,Michigan,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1960,No,White,Bachelor's degree,5,1,2,1,0,0,0,0,1,2,1,3,10,3,4,1,4,1,1,1,1,1,1,4,1,4,4,4,6,1,3,2,5,5,5,5,5,4,4,2,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038729,Montana,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1982,No,Other,Some high school,3,1,2,1,0,0,0,0,1,2,2,6,5,4,4,1,2,1,1,1,1,2,1,2,2,4,4,4,6,1,2,1,3,3,3,4,3,2,4,1,3,1,1,2,4,3,3,3,3,3,3,3,3,1,2,7,3,4,1,2,2,2,3,2,2,2,2,1,1,2,2,2,2,5
P090038730,Texas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1952,No,White,High school graduate or equivalent,5,1,2,1,0,0,0,0,3,2,2,6,5,4,4,2,2,2,2,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,3,4,1,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090038733,Missouri,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1969,No,White,Associate's degree,1,2,2,2,0,0,0,0,6,2,2,6,4,4,4,2,1,3,2,2,1,3,2,4,1,4,4,4,6,1,1,1,3,3,2,3,4,4,1,1,1,1,2,2,4,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090038737,Delaware,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1958,No,Asian,High school graduate or equivalent,2,2,2,1,0,0,0,0,3,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,3,3,3,3,4,5,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,1,2,2,2,3
P090038738,Texas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1954,No,White,Graduate degree,3,1,2,1,0,0,0,0,1,2,2,6,5,4,4,2,2,2,2,1,1,2,1,3,2,4,4,4,6,1,2,2,5,5,5,2,2,3,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,5
P090038751,Texas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1966,No,White,Bachelor's degree,1,1,2,2,0,0,0,0,5,2,1,2,10,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,4,3,1,1,1,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038754,Vermont,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1945,No,White,High school graduate or equivalent,2,2,2,1,0,0,0,0,1,2,2,6,5,4,4,2,1,3,2,1,1,1,2,1,2,4,4,4,6,1,3,2,5,5,5,2,3,4,3,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,6,1,1,3,4,2,1,2,1,2,1,2,2,1,1,1,2,2,2,1
P090038757,Florida,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1957,No,White,Bachelor's degree,3,2,2,2,0,0,0,0,3,2,2,6,5,4,4,2,2,1,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,2,5,4,2,4,5,1,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,2,4,1,1,3,1,2,2,2,2,1,1,2,2,2,2,5
P090038772,Oregon,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1945,No,White,Graduate degree,1,1,2,2,0,0,0,0,5,2,2,6,5,4,4,1,3,2,2,1,2,2,2,2,2,4,4,4,6,1,1,1,3,3,2,3,2,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,2,4,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090038777,Washington,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1946,No,White,Some college (but degree not received or is in progress),1,2,2,2,0,0,0,0,3,2,2,6,5,4,4,1,1,1,2,1,1,1,2,1,1,4,4,4,6,1,2,2,5,5,5,1,5,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,1,1,2,2,2,2,2,1,2,2,2,2,5
P090038779,Georgia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1943,No,White,Bachelor's degree,3,1,1,1,0,0,0,0,3,2,2,6,5,4,4,2,2,1,2,1,1,1,2,1,1,4,4,4,6,1,3,2,5,5,5,3,3,3,1,1,1,2,2,1,2,3,3,3,3,3,3,3,3,4,3,7,3,3,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038783,Texas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1975,No,Other,Some college (but degree not received or is in progress),5,1,2,2,0,0,0,0,6,2,1,2,10,3,4,2,1,1,2,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,2,4,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,6,3,1,3,4,2,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038794,Nevada,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1989,No,White,Bachelor's degree,5,2,2,1,0,0,0,0,4,2,1,1,10,1,1,1,1,1,1,1,1,3,2,2,2,4,4,4,6,1,2,1,3,2,2,2,3,4,3,1,4,2,1,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090038800,Florida,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1941,No,White,Bachelor's degree,2,2,2,1,0,0,0,0,6,2,2,6,5,4,4,1,1,3,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,4,2,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,3,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038808,New Mexico,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1955,No,White,Some college (but degree not received or is in progress),1,2,2,1,0,0,0,0,5,2,2,6,5,4,4,2,1,2,2,1,1,1,2,4,2,4,4,4,6,1,3,2,5,5,5,3,3,2,1,4,5,2,2,2,4,3,3,3,3,3,3,3,3,2,2,7,3,1,2,1,1,3,2,2,2,2,2,1,1,2,2,2,2,5
P090038813,Kentucky,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1958,No,White,Some college (but degree not received or is in progress),5,1,2,2,0,0,0,0,1,2,2,6,4,4,4,2,1,2,1,2,1,1,1,2,1,4,4,4,6,1,1,2,5,5,5,3,3,2,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,3,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2
P090038814,California,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1956,Yes,White,Some college (but degree not received or is in progress),1,1,2,3,1,1,0,0,3,2,2,6,5,4,4,1,1,2,1,1,1,3,1,1,2,3,5,5,7,1,1,2,5,5,5,4,3,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,7,3,4,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038818,Ohio,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1984,No,Black,Bachelor's degree,4,2,2,4,2,2,0,0,8,2,1,1,10,3,4,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,3,1,2,1,3,3,3,3,2,3,5,2,1,1,3,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,2,1,2,2,2,1,1,1,2,2,2,2,5
P090038825,Georgia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1968,No,Black,Bachelor's degree,3,2,2,1,0,0,0,0,4,2,2,6,8,4,4,1,1,1,1,1,1,3,4,1,1,4,4,4,6,2,4,2,5,5,5,2,4,4,3,4,4,2,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,2,1,1,3,1,2,2,2,2,1,1,2,2,2,2,5
P090038828,Georgia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1957,Yes,White,Bachelor's degree,1,1,2,2,0,0,0,0,3,2,2,6,9,4,4,1,2,1,1,1,1,2,1,1,1,4,4,4,6,1,2,2,5,5,5,3,4,2,2,4,5,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,4,1,2,2,2,2,2,1,2,2,2,2,5
P090038836,Kansas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1953,No,White,Some college (but degree not received or is in progress),1,1,2,3,0,0,0,0,3,2,2,6,4,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,5,4,4,2,5,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,2,4,1,1,3,1,2,2,2,2,1,1,2,2,2,2,5
P090038843,California,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1975,No,White,Graduate degree,5,2,2,1,0,0,0,0,7,2,1,2,10,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,5,4,3,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,6,7,3,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038850,Pennsylvania,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1956,No,White,Graduate degree,2,2,2,2,0,0,0,0,4,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,4,3,3,4,1,2,1,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038854,Washington,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1958,No,White,Associate's degree,1,2,2,2,0,0,0,0,5,2,1,5,10,3,3,1,1,1,2,1,1,2,1,1,1,4,4,4,6,1,1,2,5,5,5,2,5,4,1,4,5,1,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038855,Wyoming,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1955,Yes,White,Bachelor's degree,1,2,2,2,0,0,0,0,3,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,2,1,3,3,3,2,3,2,2,2,3,2,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,1,3,1,2,2,2,2,1,1,2,2,2,2,5
P090038856,Indiana,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1956,No,White,Bachelor's degree,1,1,2,2,0,0,0,0,6,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,2,4,4,5,2,2,1,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038859,Colorado,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1977,No,White,Bachelor's degree,1,2,2,4,2,2,0,0,8,2,1,2,10,3,3,2,2,1,2,1,1,2,1,1,1,3,5,5,7,1,1,2,5,5,5,1,4,3,4,4,5,1,2,1,1,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038862,New Hampshire,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1973,No,White,Bachelor's degree,1,1,4,5,2,1,0,0,6,2,1,2,10,3,3,1,2,1,1,1,1,3,2,2,2,2,1,1,2,1,1,1,3,3,2,2,3,2,1,1,4,2,2,2,3,1,2,1,2,1,2,2,1,2,2,7,3,1,3,1,3,4,2,2,2,1,2,1,1,1,2,2,2,3
P090038864,Virginia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1977,Yes,White,Graduate degree,1,1,2,4,0,0,0,0,5,2,2,6,5,4,4,1,1,2,1,2,1,1,2,2,1,4,4,4,6,1,3,2,5,5,5,5,4,2,1,4,4,2,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090038868,Massachusetts,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1947,No,Asian,Graduate degree,1,2,2,2,0,0,0,0,7,2,2,6,5,4,4,1,1,3,1,2,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,4,3,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,3,7,3,2,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090038869,Indiana,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1979,No,White,High school graduate or equivalent,5,2,2,2,0,0,0,0,1,1,2,6,4,3,4,3,2,3,3,2,1,4,4,4,4,4,4,4,6,2,4,1,4,3,1,5,1,1,1,1,1,2,2,2,4,3,3,3,3,3,3,3,3,3,2,4,2,3,1,1,1,4,4,2,1,2,2,2,2,2,1,2,2,1
P090038885,Alaska,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1959,No,White,Associate's degree,3,2,2,1,0,0,0,0,1,2,2,6,4,4,4,2,1,2,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,3,4,3,1,5,2,2,2,2,3,3,3,3,3,3,3,3,4,2,7,3,3,3,2,1,3,2,2,2,2,2,1,1,2,1,2,2,2
P090038893,District of Columbia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1951,No,Black,Graduate degree,1,1,2,1,0,0,0,0,5,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,5,4,4,4,4,1,1,1,2,3,3,3,3,3,3,3,3,3,6,3,2,3,2,2,1,3,1,2,2,2,2,1,1,2,2,2,2,5
